,PID,LEGAL_TYPE,FOLIO,LAND_COORDINATE,ZONE_NAME,ZONE_CATEGORY,LOT,BLOCK,PLAN,DISTRICT_LOT,FROM_CIVIC_NUMBER,TO_CIVIC_NUMBER,STREET_NAME,PROPERTY_POSTAL_CODE,NARRATIVE_LEGAL_LINE1,NARRATIVE_LEGAL_LINE2,NARRATIVE_LEGAL_LINE3,NARRATIVE_LEGAL_LINE4,NARRATIVE_LEGAL_LINE5,CURRENT_LAND_VALUE,CURRENT_IMPROVEMENT_VALUE,TAX_ASSESSMENT_YEAR,PREVIOUS_LAND_VALUE,PREVIOUS_IMPROVEMENT_VALUE,YEAR_BUILT,BIG_IMPROVEMENT_YEAR,TAX_LEVY,NEIGHBOURHOOD_CODE
49721,027-547-281,STRATA,670024430018,67002443,C-2,Commercial,18,,BCS2941,540,403,4463.0,10TH AVE W,V6R 2H8,LOT 18  PLAN BCS2941  DISTRICT LOT ,"540  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,807000.0,424000.0,2018.0,715000.0,425000.0,2008.0,2008.0,,1
6197,003-779-599,STRATA,642097330006,64209733,RM-4,Multiple Family Dwelling,6,,VAS265,526,106,1877.0,5TH AVE W,V6J 1P5,LOT 6  PLAN VAS265  DISTRICT LOT 52,6  NEW WESTMINSTER UNDIV 2411/10000,0 SHARE IN COM PROP THEREIN.,,,398000.0,57000.0,2018.0,369000.0,37200.0,1975.0,1975.0,,2
37839,027-923-827,STRATA,172595030261,17259503,CD-1 (265),Comprehensive Development,261,,BCS3437,,1606,188.0,KEEFER PL,V6B 0J1,LOT 261  PLAN BCS3437  NWD DISTRICT," LOT FALSE CREEK, GROUP 1, TOGETHER", WITH AN INTEREST IN THE COMMON PRO,PERTY IN PROPORTION TO THE UNIT ENT,ITLEMENT OF THE STRATA LOT AS SHOWN,626000.0,211000.0,2018.0,524000.0,211000.0,2009.0,2009.0,,26
72813,023-669-870,STRATA,602110850005,60211085,C-5A,Commercial,5,,LMS2678,185,,1703.0,ROBSON ST,V6G 1C9,LOT 5  PLAN LMS2678  DISTRICT LOT 1,85  NEW WESTMINSTER UNDIV 490/3886 ,SHARE IN COM PROP THEREIN.,,,746000.0,59100.0,2018.0,553000.0,60700.0,1997.0,1997.0,,27
184791,011-732-156,LAND,698030930000,69803093,RS-5,One Family Dwelling,11,43,VAP4225,139,,4003.0,21ST AVE W,V6S 1H8,LOT 11  BLOCK 43  PLAN VAP4225  DIS,TRICT LOT 139  NWD OF LOT 3.,,,,2795000.0,219000.0,2018.0,2846000.0,227000.0,1930.0,1980.0,,3
21220,010-208-330,LAND,311797580000,31179758,RS-1,One Family Dwelling,17,5,VAP8262,338,,6916.0,BUTLER ST,V5S 3L2,LOT 17  BLOCK 5  PLAN VAP8262  DIST,"RICT LOT 338  NWD OF LOT A, SE QTR ",OF DL 338.,,,1793000.0,636000.0,2018.0,1874000.0,632000.0,2010.0,2011.0,,24
107931,024-697-729,STRATA,770314760035,77031476,CD-1 (162),Comprehensive Development,35,,VAS1533,36,208,3550.0,KINGSWAY,V5R 5X4,LOT 35  PLAN VAS1533  DISTRICT LOT ,"36  NWD GROUP 1, & DL 49, UNDIV 129",0/42926 SHARE IN COM PROP THEREIN T,OGETHER WITH AN INTEREST IN THE COM,MON PROPERTY IN PROPORTION TO THE U,361000.0,82100.0,2018.0,268000.0,85900.0,1985.0,1985.0,,24
79141,009-479-201,LAND,276792750000,27679275,RS-1,One Family Dwelling,2,1,VAP9714,,,6581.0,WALES ST,V5S 2R4,LOT 2  BLOCK 1  PLAN VAP9714  NEW W,ESTMINSTER DISTRICT LOT 336 S E QTR,.,,,2206000.0,515000.0,2018.0,2305000.0,512000.0,1997.0,1997.0,,24
62832,011-231-777,LAND,712303340000,71230334,RS-1,One Family Dwelling,C,92,VAP5088,36,,3540.0,TANNER ST,V5R 5P5,LOT C  BLOCK 92  PLAN VAP5088  DIST,"RICT LOT 36  NWD GROUP 1, & DL 51.",,,,1200000.0,138000.0,2018.0,1182000.0,142000.0,1989.0,1989.0,,23
140805,006-104-126,STRATA,650234090021,65023409,RM-4N,Multiple Family Dwelling,21,,VAS876,264A,405,1515.0,BROADWAY E,V5N 1V9,LOT 21  PLAN VAS876  DISTRICT LOT 2,64A  NEW WESTMINSTER AN UNDIV 616/1,4914 SHARE IN COM PROP THEREIN.,,,290000.0,91000.0,2018.0,185000.0,84900.0,1981.0,1981.0,,14
114517,015-376-974,LAND,684222430000,68422243,RT-5,Two Family Dwelling,61,172,VAP222,264A,,1177.0,14TH AVE E,V5T 2P2,LOT 61  BLOCK 172  DISTRICT LOT 264,A  NEW WESTMINSTER PLAN VAP222 & 17,71.,,,2081000.0,214000.0,2018.0,1971000.0,220000.0,1910.0,1965.0,,13
132791,007-880-014,LAND,302818950000,30281895,RS-1,One Family Dwelling,29,,VAP14240,334,,3109.0,62ND AVE E,V5S 2G4,LOT 29  PLAN VAP14240  DISTRICT LOT, 334  NEW WESTMINSTER,,,,1760000.0,92800.0,2018.0,1756000.0,96600.0,1972.0,1972.0,,25
121224,029-321-344,STRATA,124614080160,12461408,CD-1 (502),Comprehensive Development,160,,EPS1991,541,2602,1308.0,HORNBY ST,V6Z 0C5,LOT 160  PLAN EPS1991  DISTRICT LOT," 541  NWD GROUP 1, TOGETHER WITH AN", INTEREST IN THE COMMON PROPERTY IN, PROPORTION TO THE UNIT ENTITLEMENT, OF THE STRATA LOT AS SHOWN ON FORM,554000.0,239000.0,2018.0,466000.0,240000.0,2014.0,2014.0,,29
143414,026-037-009,LAND,734233570000,73423357,RS-1,One Family Dwelling,1,,BCP12818,702,,1623.0,35TH AVE E,V5P 1B2,LOT 1  PLAN BCP12818  DISTRICT LOT ,702  NEW WESTMINSTER GROUP 1.,,,,1356000.0,300000.0,2018.0,1378000.0,275000.0,2004.0,2004.0,,19
6118,018-996-582,STRATA,90750930013,9075093,C-2,Commercial,13,,LMS1636,526,102,2105.0,42ND AVE W,V6M 2B7,LOT 13  PLAN LMS1636  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 981/5162,4 SHARE IN COM PROP THEREIN.,,,695000.0,171000.0,2018.0,615000.0,175000.0,1994.0,1994.0,,5
70030,019-120-001,STRATA,306715560018,30671556,C-2C,Commercial,18,,LMS1765,,306,5020.0,JOYCE ST,V5R 4G6,LOT 18  PLAN LMS1765  NEW WESTMINST,"ER DISTRICT LOT 36 & 51, UNDIV 38/1",000 SHARE IN COM PROP THEREIN.,,,249000.0,164000.0,2018.0,191000.0,168000.0,1995.0,1995.0,,23
98229,013-575-279,LAND,280602280000,28060228,RS-1,One Family Dwelling,5,1,VAP2628,THSL,,1028.0,RENFREW ST,V5K 4B9,LOT 5  BLOCK 1  SECTION 24  PLAN VA,P2628  DISTRICT LOT THSL  NWD PART ,SW 1/4.,,,1177000.0,280000.0,2018.0,1148000.0,260000.0,2002.0,2002.0,,20
106006,006-362-931,STRATA,640070970005,64007097,C-2,Commercial,5,,VAS1249,192,203,1977.0,STEPHENS ST,V6K 4M7,LOT 5  PLAN VAS1249  DISTRICT LOT 1,"92  NWD GROUP 1, UNDIV 59/1648 SHAR",E IN COM PROP THEREIN TOGETHER WITH, AN INTEREST IN THE COMMON PROPERTY, IN PROPORTION TO THE UNIT ENTITLEM,363000.0,92800.0,2018.0,311000.0,94000.0,1982.0,1982.0,,2
20513,008-170-924,LAND,192730580000,19273058,RS-1,One Family Dwelling,53,5,VAP1192,637,,5064.0,WALDEN ST,V5W 2V7,LOT 53  BLOCK 5  PLAN VAP1192  DIST,RICT LOT 637  NEW WESTMINSTER,,,,1525000.0,229000.0,2018.0,1600000.0,228000.0,1989.0,1989.0,,16
189773,026-224-267,STRATA,670084780027,67008478,C-7,Commercial,27,,BCS1202,526,309,2226.0,12TH AVE W,V6K 2N5,LOT 27  PLAN BCS1202  DISTRICT LOT ,526  NWD GROUP 1.,,,,557000.0,147000.0,2018.0,431000.0,149000.0,2003.0,2003.0,,2
96081,029-847-541,STRATA,138600890174,13860089,CD-1 (525),Comprehensive Development,174,54,EPS3242,541,2209,777.0,RICHARDS ST,V6B 0M6,LOT 174  BLOCK 54  PLAN EPS3242  DI,"STRICT LOT 541  NWD GROUP 1, TOGETH",ER WITH AN INTEREST IN THE COMMON P,ROPERTY IN PROPORTION TO THE UNIT E,NTITLEMENT OF THE STRATA LOT AS SHO,818000.0,424000.0,2018.0,651000.0,424000.0,,,,26
25959,023-146-541,STRATA,116573940038,11657394,CD-1 (259),Comprehensive Development,38,,LMS2064,185,606,588.0,BROUGHTON ST,V6G 3E3,LOT 38  PLAN LMS2064  DISTRICT LOT ,185  NEW WESTMINSTER UNDIV 620/1249,53 SHARE IN COM PROP THEREIN.,,,581000.0,165000.0,2018.0,533000.0,162000.0,1995.0,1995.0,,26
74528,025-089-404,STRATA,120606020023,12060602,CD-1 (386),Comprehensive Development,26,,LMS4456,541,3504,938.0,NELSON ST,V6Z 3A7,"LOT 23 & 26, PLAN LMS4456, DISTRICT"," LOT 541, NEW WESTMINSTER LAND DIST","RICT, UNDIV 287.6/9629 SHARE IN COM", PROP THEREIN.,,2636000.0,903000.0,2018.0,2057000.0,912000.0,2002.0,2002.0,,26
924,015-185-940,LAND,634250310000,63425031,RT-5,Two Family Dwelling,14,A,VAP722,264A,,1749.0,4TH AVE E,V5N 1J9,LOT 14  BLOCK A  PLAN VAP722  DISTR,"ICT LOT 264A  NWD OF LOT 1, OF BLK ",146 & PL 1771.,,,1329000.0,125000.0,2018.0,1205000.0,128000.0,1910.0,1989.0,,14
177573,019-048-599,STRATA,157614070036,15761407,CD-1 (266),Comprehensive Development,36,,LMS1725,FC,703,1388.0,HOMER ST,V6B 6A7,LOT 36  PLAN LMS1725  DISTRICT LOT ,FC  NEW WESTMINSTER UNDIV 101/30000, SHARE IN COM PROP THEREIN.,,,717000.0,363000.0,2018.0,647000.0,367000.0,1995.0,1995.0,,30
196278,018-681-166,STRATA,157608950004,15760895,CD-1 (266),Comprehensive Development,4,,LMS1306,FC,,1179.0,PACIFIC BLVD,V6Z 2R8,LOT 4  PLAN LMS1306  DISTRICT LOT F,C  NEW WESTMINSTER UNDIV 732/191143, SHARE IN COM PROP THEREIN.,,,963000.0,88700.0,2018.0,750000.0,91200.0,1994.0,1994.0,,30
201625,006-920-977,LAND,689271520000,68927152,RS-1,One Family Dwelling,26,Q,VAP11660,THSL,,2566.0,17TH AVE E,V5M 2N1,LOT 26  BLOCK Q  SECTION 45  PLAN V,AP11660  DISTRICT LOT THSL  NEW WES,TMINSTER,,,1456000.0,131000.0,2018.0,1478000.0,30600.0,1947.0,1947.0,,22
165943,029-410-568,STRATA,125827940045,12582794,CD-1 (517),Comprehensive Development,45,,EPS2354,325,705,8488.0,CORNISH ST,V6P 0C2,LOT 45  PLAN EPS2354  DISTRICT LOT ,"325  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,366000.0,234000.0,2018.0,247000.0,234000.0,2014.0,2014.0,,12
137442,019-184-719,STRATA,172592770002,17259277,CD-1 (265),Comprehensive Development,2,,LMS1872,,302,183.0,KEEFER PL,V6B 6B9,LOT 2  PLAN LMS1872  NEW WESTMINSTE,"R DISTRICT LOT FALSE CREEK, UNDIV 8",28/152312 SHARE IN COM PROP THEREIN,.,,386000.0,217000.0,2018.0,311000.0,219000.0,1995.0,1995.0,,26
124602,017-155-436,STRATA,605113080003,60511308,RM-5A,Multiple Family Dwelling,3,,VAS2880,185,101,950.0,BIDWELL ST,V6G 2J9,LOT 3  PLAN VAS2880  DISTRICT LOT 1,85  NEW WESTMINSTER UNDIV 900/13531, SHARE IN COM PROP THEREIN.,,,607000.0,180000.0,2018.0,509000.0,185000.0,1991.0,1991.0,,27
90067,029-778-000,STRATA,184638960066,18463896,CD-1 (506),Comprehensive Development,66,,EPS2426,200A,1005,1788.0,ONTARIO ST,V5T 0G3,LOT 66  PLAN EPS2426  DISTRICT LOT ,"200A  NWD GROUP 1, TOGETHER WITH AN", INTEREST IN THE COMMON PROPERTY IN, PROPORTION TO THE UNIT ENTITLEMENT, OF THE STRATA LOT AS SHOWN ON FORM,669000.0,262000.0,2018.0,541000.0,263000.0,,,,13
94007,002-762-714,LAND,228790950000,22879095,RS-1,One Family Dwelling,24,1,VAP1645,739,,1325.0,51ST AVE E,V5X 4R3,LOT 24  BLOCK 1  PLAN VAP1645  DIST,RICT LOT 739  NEW WESTMINSTER,,,,1429000.0,180000.0,2018.0,1499000.0,186000.0,1986.0,1986.0,,17
6281,023-523-531,STRATA,646122480008,64612248,C-3A,Commercial,8,,LMS2522,526,8,1678.0,7TH AVE W,V6J 1S5,LOT 8  PLAN LMS2522  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 1256/1059,5 SHARE IN COM PROP THEREIN.,,,711000.0,200000.0,2018.0,558000.0,203000.0,1996.0,1996.0,,7
21697,013-318-314,LAND,250795270000,25079527,RT-2,Two Family Dwelling,20,4,VAP2934,735,,6819.0,VICTORIA DR,V5P 3Y6,LOT 20  BLOCK 4  PLAN VAP2934  DIST,RICT LOT 735  NEW WESTMINSTER,,,,1287000.0,58500.0,2018.0,1328000.0,61500.0,1967.0,1967.0,,17
169212,014-513-617,LAND,710279550000,71027955,RS-1,One Family Dwelling,29,4,VAP1624,THSL,,2941.0,29TH AVE E,V5R 1V8,LOT 29  BLOCK 4  SECTION 48  PLAN V,AP1624  DISTRICT LOT THSL  NWD PART," SW 1/4, GROUP 1, EXC N 5' NOW LANE",.,,1238000.0,105000.0,2018.0,1234000.0,110000.0,1975.0,1975.0,,22
200003,030-149-037,STRATA,170735210026,17073521,CD-1 (592),,26,,EPS3179,526,303,5115.0,CAMBIE ST,,LOT 26  PLAN EPS3179  DISTRICT LOT ,"526  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,496000.0,210000.0,2018.0,,,,,,9
47377,023-936-363,STRATA,157606020262,15760602,CD-1 (324),Comprehensive Development,262,,LMS2995,,705,1018.0,CAMBIE ST,V6B 6J6,LOT 262  PLAN LMS2995  NWD DISTRICT," LOT FALSE CREEK, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,421000.0,213000.0,2018.0,337000.0,213000.0,1997.0,1997.0,,30
178965,027-237-923,STRATA,590117950003,59011795,CD-1 (419),Comprehensive Development,3,,BCS2555,185,,1209.0,HASTINGS ST W,V6E 4S8,LOT 3  PLAN BCS2555  DISTRICT LOT 1,85  NEW WESTMINSTER GROUP 1.,,,,1435000.0,423000.0,2018.0,1445000.0,423000.0,2007.0,2007.0,,28
12734,029-321-603,STRATA,124614080186,12461408,CD-1 (502),Comprehensive Development,186,,EPS1991,541,2908,1308.0,HORNBY ST,V6Z 0C5,LOT 186  PLAN EPS1991  DISTRICT LOT," 541  NWD GROUP 1, TOGETHER WITH AN", INTEREST IN THE COMMON PROPERTY IN, PROPORTION TO THE UNIT ENTITLEMENT, OF THE STRATA LOT AS SHOWN ON FORM,541000.0,206000.0,2018.0,463000.0,207000.0,2014.0,2014.0,,29
127280,023-565-233,STRATA,770191030017,77019103,C-3A,Commercial,17,,LMS2563,200A,213,288.0,8TH AVE E,V5T 4S8,LOT 17  PLAN LMS2563  DISTRICT LOT ,200A  NEW WESTMINSTER UNDIV 534/730,06 SHARE IN COM PROP THEREIN.,,,287000.0,162000.0,2018.0,225000.0,164000.0,1996.0,1996.0,,13
139758,009-165-959,LAND,730079830000,73007983,RS-1,One Family Dwelling,23,98,VAP11076,526,,2205.0,33RD AVE W,V6M 1C1,LOT 23  BLOCK 98  PLAN VAP11076  DI,STRICT LOT 526  NEW WESTMINSTER,,,,2926000.0,56300.0,2018.0,2977000.0,59100.0,1963.0,1963.0,,4
24114,029-923-000,STRATA,638194900170,63819490,IC-3,Light Industrial,170,4,EPS3641,200A,313,417.0,GREAT NORTHERN WAY,V5T 0G7,LOT 170  BLOCK 4  PLAN EPS3641  DIS,"TRICT LOT 200A  NWD GROUP 1, TOGETH",ER WITH AN INTEREST IN THE COMMON P,ROPERTY IN PROPORTION TO THE UNIT E,NTITLEMENT OF THE STRATA LOT AS SHO,391000.0,248000.0,2018.0,175000.0,248000.0,,,,13
112643,026-795-337,STRATA,718316960182,71831696,CD-1 (314),Comprehensive Development,182,,BCS2012,36,2001,3660.0,VANNESS AVE,V5R 6H8,LOT 182  PLAN BCS2012  DISTRICT LOT, 36  NEW WESTMINSTER GROUP 1.,,,,346000.0,118000.0,2018.0,250000.0,119000.0,2006.0,2006.0,,23
43759,011-476-265,LAND,686041930000,68604193,RS-5,One Family Dwelling,13,D,VAP4588,540,,2989.0,COLLINGWOOD ST,V6R 4P7,LOT 13  BLOCK D  PLAN VAP4588  DIST,RICT LOT 540  NEW WESTMINSTER,,,,2430000.0,1115000.0,2018.0,2575000.0,203000.0,1995.0,1995.0,,2
183671,027-055-469,STRATA,597118030219,59711803,DD,Comprehensive Development,219,,BCS2321,185,3704,1189.0,MELVILLE ST,V6E 4T8,LOT 219  PLAN BCS2321  DISTRICT LOT, 185  NEW WESTMINSTER GROUP 1.,,,,1591000.0,465000.0,2018.0,1277000.0,465000.0,2007.0,2007.0,,26
2339,013-976-494,LAND,818201200000,81820120,RS-1,One Family Dwelling,36,8,VAP2212,,,528.0,62ND AVE E,V5X 2G4,LOT 36  BLOCK 8  PLAN VAP2212  NEW ,WESTMINSTER LOT 36 E HLF BLK 8TO11 ,DL 326A PLN VAP2212.,,,1468000.0,326000.0,2018.0,1476000.0,299000.0,2005.0,2005.0,,17
88758,026-195-399,STRATA,134608970094,13460897,DD,Comprehensive Development,94,,BCS1172,541,1506,1199.0,SEYMOUR ST,V6B 1K3,LOT 94  PLAN BCS1172  DISTRICT LOT ,541  NEW WESTMINSTER GROUP 1.,,,,518000.0,190000.0,2018.0,454000.0,192000.0,2004.0,2004.0,,29
17443,006-292-828,STRATA,688146940004,68814694,RT-2,Two Family Dwelling,4,,VAS1168,526,,3113.0,MONTCALM ST,V6H 3X1,LOT 4  PLAN VAS1168  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 2180/1000,0 SHARE IN COM PROP THEREIN.,,,796000.0,134000.0,2018.0,725000.0,123000.0,1912.0,1970.0,,7
132695,014-999-161,LAND,601253750000,60125375,RT-4,Two Family Dwelling,15,20,VAP1771,264A,,1975.0,PARKER ST,V5L 2L2,LOT 15  BLOCK 20  DISTRICT LOT 264A,  NEW WESTMINSTER PLAN 1771&1067.,,,,1550000.0,355000.0,2018.0,1475000.0,322000.0,1957.0,2005.0,,14
121833,012-506-010,LAND,794250250000,79425025,RS-1,One Family Dwelling,10,1,VAP3618,725,,2035.0,51ST AVE E,V5P 1W2,LOT 10  BLOCK 1  PLAN VAP3618  DIST,RICT LOT 725  NWD GROUP 1.,,,,1380000.0,70700.0,2018.0,1460000.0,73900.0,1970.0,1970.0,,24
193647,025-776-037,STRATA,730090940102,73009094,CD-1 (22),Comprehensive Development,102,,BCS536,526,426,2083.0,33RD AVE W,V6M 4M6,LOT 102  PLAN BCS536  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 59/8812 ,SHARE IN COM PROP THEREIN.,,,585000.0,131000.0,2018.0,438000.0,132000.0,2003.0,2003.0,,4
138032,008-205-248,LAND,654179540000,65417954,RT-6,Two Family Dwelling,6,34,VAP198,302,,138.0,10TH AVE W,V5Y 1R8,LOT 6  BLOCK 34  PLAN VAP198  DISTR,ICT LOT 302  NWD THE EAST 30 FEET O,F.,,,2144000.0,332000.0,2018.0,2045000.0,341000.0,1901.0,1981.0,,13
73051,007-759-142,LAND,654186760000,65418676,RM-4,Multiple Family Dwelling,K,31,VAP14553,302,,154.0,10TH AVE E,V5T 1Z4,LOT K  BLOCK 31  PLAN VAP14553  DIS,TRICT LOT 302  NEW WESTMINSTER,,,,10446000.0,876000.0,2018.0,8705000.0,928000.0,1949.0,1975.0,,13
170609,009-837-183,LAND,190696470000,19069647,C-2,Commercial,13,2,VAP483,629,,3647.0,MAIN ST,V5V 3N6,LOT 13  BLOCK 2  PLAN VAP483  DISTR,ICT LOT 629  NEW WESTMINSTER,,,,2304000.0,8500.0,2018.0,2103000.0,78000.0,1989.0,1989.0,,15
30850,024-472-247,STRATA,602138960181,60213896,DD,Comprehensive Development,181,,LMS3851,541,2901,433.0,ROBSON ST,V6B 6L9,LOT 181  PLAN LMS3851  DISTRICT LOT, 541  NEW WESTMINSTER UNDIV 167/707,77 SHARE IN COM PROP THEREIN.,,,89500.0,116000.0,2018.0,61100.0,118000.0,1999.0,1999.0,,26
159649,008-116-733,LAND,802157060000,80215706,RS-1,One Family Dwelling,1,884,VAP9858,526,,738.0,54TH AVE W,V6P 1M4,LOT 1  BLOCK 884  PLAN 9858  DISTRI,CT LOT 526  NWD,,,,3853000.0,2070000.0,2018.0,3562000.0,1987000.0,2011.0,2011.0,,11
167529,006-416-764,STRATA,648201960006,64820196,RM-4,Multiple Family Dwelling,6,,VAS1328,264A,104,570.0,8TH AVE E,V5T 1S8,LOT 6  PLAN VAS1328  DISTRICT LOT 2,64A  NEW WESTMINSTER UNDIV 214/1000,0 SHARE IN COM PROP THEREIN.,,,295000.0,91900.0,2018.0,210000.0,90500.0,1984.0,1984.0,,13
135967,010-979-972,LAND,725071340000,72507134,RS-5,One Family Dwelling,D,49,VAP6052,2027,,2754.0,31ST AVE W,V6L 2A1,LOT D  BLOCK 49  PLAN VAP6052  DIST,RICT LOT 2027  NEW WESTMINSTER,,,,3644000.0,367000.0,2018.0,4052000.0,378000.0,1989.0,1989.0,,4
179890,023-980-711,STRATA,148608020051,14860802,HA-3,Historic Area,51,,LMS3038,541,204,1118.0,HOMER ST,V6B 6L5,LOT 51  PLAN LMS3038  DISTRICT LOT ,541  NEW WESTMINSTER UNDIV 249/2567,3 SHARE IN COM PROP THEREIN.,,,193000.0,30000.0,2018.0,163000.0,30800.0,1910.0,1997.0,,29
7016,006-245-552,STRATA,650222060002,65022206,RM-4N,Multiple Family Dwelling,2,,VAS1064,264A,103,2520.0,GLEN DR,V5T 4M8,LOT 2  PLAN VAS1064  DISTRICT LOT 2,64A  NEW WESTMINSTER UNDIV 7257/100,000 SHARE IN COM PROP THEREIN.,,,160000.0,69800.0,2018.0,125000.0,73200.0,1981.0,1981.0,,13
78052,008-977-861,LAND,122790380000,12279038,RS-6,One Family Dwelling,2,11,VAP11978,526,,6628.0,MARGUERITE ST,V6P 5E9,LOT 2  BLOCK 11  PLAN VAP11978  DIS,TRICT LOT 526  NEW WESTMINSTER,,,,4613000.0,415000.0,2018.0,4583000.0,413000.0,1965.0,1995.0,,10
162041,015-551-555,LAND,648194930000,64819493,RM-4,Multiple Family Dwelling,10,42,VAP197,200A,,343.0,8TH AVE E,V5T 1S1,LOT 10  BLOCK 42  PLAN VAP197  DIST,RICT LOT 200A  NEW WESTMINSTER LOT ,"11, BLOCK 42, PLAN VAP197, DISTRICT"," LOT 200A, NEW WESTMINSTER LAND DIS","TRICT, BLOCK 42, PLAN VAP197, DISTR",10507000.0,5724000.0,2018.0,8756000.0,2911000.0,1969.0,1969.0,,13
39113,005-646-553,STRATA,646069170001,64606917,RT-7,Two Family Dwelling,1,,VAS701,192,,2891.0,7TH AVE W,V6K 1Z5,LOT 1  PLAN VAS701  DISTRICT LOT 19,2  NWD UNDIV 50/100 SHARE IN COM PR,OP THEREIN TOGETHER WITH AN INTERES,T IN THE COMMON PROPERTY IN PROPORT,ION TO THE UNIT ENTITLEMENT OF THE ,1323000.0,88200.0,2018.0,1285000.0,96200.0,1980.0,1980.0,,2
135842,017-660-327,STRATA,670084080043,67008408,C-7,Commercial,43,,LMS265,526,409,2288.0,12TH AVE W,V6K 4R2,LOT 43  PLAN LMS265  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 211/10000, SHARE IN COM PROP THEREIN.,,,567000.0,159000.0,2018.0,541000.0,150000.0,1991.0,1991.0,,2
76634,010-774-912,LAND,710228420000,71022842,RT-10N,Two Family Dwelling,23,29,VAP1561,391,,1342.0,KING EDWARD AVE E,V5V 2G4,LOT 23  BLOCK 29  PLAN VAP1561  DIS,"TRICT LOT 391  NWD GROUP 1, & DL 39",2.,,,1557000.0,231000.0,2018.0,1558000.0,209000.0,1988.0,1988.0,,19
69846,011-553-731,LAND,730030310000,73003031,RS-5,One Family Dwelling,78,58,VAP4453,2027,,4067.0,33RD AVE W,V6N 2H9,LOT 78  BLOCK 58  PLAN VAP4453  DIS,TRICT LOT 2027  NWD GROUP 1.,,,,2798000.0,1026000.0,2018.0,2919000.0,1018000.0,2011.0,2011.0,,3
105205,010-208-232,LAND,311797710000,31179771,RS-1,One Family Dwelling,5,5,VAP8262,338,,6951.0,BUTLER ST,V5S 3L1,LOT 5  BLOCK 5  PLAN VAP8262  DISTR,"ICT LOT 338  NWD PART SE 1/4, OF LO",T A.,,,1862000.0,430000.0,2018.0,1922000.0,439000.0,1993.0,1993.0,,24
26985,014-605-163,LAND,714184560000,71418456,RS-1,One Family Dwelling,B,1,VAP1483,631,,56.0,27TH AVE E,V5V 2K3,LOT B  BLOCK 1  PLAN VAP1483  DISTR,"ICT LOT 631  NWD GROUP 1, (SEE 3824","14L) OF LOTS 7 & 8 OF LOT 3, TO BLK", 9 & 12 TO 14.,,1677000.0,106000.0,2018.0,1625000.0,110000.0,1979.0,1979.0,,16
155576,007-349-700,LAND,125790240000,12579024,RS-6,One Family Dwelling,22,11,VAP5615,526,,6588.0,CHURCHILL ST,V6P 5B1,LOT 22  BLOCK 11  PLAN VAP5615  DIS,TRICT LOT 526  NWD OF LOT 1.,,,,6345000.0,793000.0,2018.0,6399000.0,810000.0,1987.0,1987.0,,10
195829,018-510-710,STRATA,148608930051,14860893,DD,Comprehensive Development,51,,LMS1114,541,904,1155.0,HOMER ST,V6B 5T5,LOT 51  PLAN LMS1114  DISTRICT LOT ,541  NEW WESTMINSTER UNDIV 199/3714,3 SHARE IN COM PROP THEREIN.,,,429000.0,203000.0,2018.0,369000.0,206000.0,1994.0,1994.0,,29
68651,013-631-861,LAND,695259280000,69525928,RS-1,One Family Dwelling,15,19,VAP2573,195,,2128.0,20TH AVE E,V5N 2L3,LOT 15  BLOCK 19  PLAN VAP2573  DIS,TRICT LOT 195  NEW WESTMINSTER,,,,1467000.0,485000.0,2018.0,1402000.0,482000.0,1912.0,2010.0,,14
103834,013-271-636,LAND,733073940000,73307394,RS-5,One Family Dwelling,11,18,VAP2977,526,,2502.0,35TH AVE W,V6N 2L8,LOT 11  BLOCK 18  PLAN VAP2977  DIS,TRICT LOT 526  NWD OF LOT 5.,,,,4417000.0,32800.0,2018.0,4464000.0,32800.0,1938.0,1938.0,,5
146400,003-202-461,STRATA,644194980004,64419498,RM-4,Multiple Family Dwelling,4,,VAS63,200A,102,350.0,5TH AVE E,V5T 1H4,LOT 4  PLAN VAS63  DISTRICT LOT 200,A  NEW WESTMINSTER UNDIV 50/1293 SH,ARE IN COM PROP THEREIN.,,,305000.0,74500.0,2018.0,216000.0,58300.0,1972.0,1972.0,,13
